longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.14,34.04,37,1129,212,509,202,2.6146,243200,'<1H OCEAN'
-118.11,34.1,49,2812,478,1329,490,5.2503,292900,'<1H OCEAN'
-117.72,33.62,19,1144,268,365,279,2.8583,105800,'<1H OCEAN'
-122.37,37.59,39,4645,1196,2156,1113,3.4412,353800,'NEAR OCEAN'
-117.99,33.8,25,3179,639,2526,623,3.3281,180800,'<1H OCEAN'
-119.59,36.64,27,823,171,798,200,3.0521,113800,INLAND
-118.26,34.13,25,3208,1111,2843,1005,2.6673,218100,'<1H OCEAN'
-118.33,34.07,52,1482,171,531,161,15.0001,500001,'<1H OCEAN'
-121.91,36.62,52,1431,300,657,293,3.2865,240100,'<1H OCEAN'
-118.11,33.78,16,3985,567,1327,564,7.9767,500001,'<1H OCEAN'
-117.81,33.63,17,4477,610,1798,612,8.1093,410400,'<1H OCEAN'
-119.35,35.59,14,2719,502,1497,457,3.176,71800,INLAND
-118.25,34.22,30,2062,396,1089,375,5.5362,301200,'<1H OCEAN'
-119.06,34.23,23,3471,510,2002,555,5.2742,257500,'<1H OCEAN'
-121.86,37.27,17,4393,709,2292,692,5.6876,246500,'<1H OCEAN'
-120.46,37.29,30,2972,635,1940,590,2.3594,72300,INLAND
-118.12,34.16,30,1762,416,940,398,2.8631,188600,'<1H OCEAN'
-117.03,33.18,17,5391,886,2732,830,5.1771,212800,'<1H OCEAN'
-118.18,34.03,26,859,255,835,232,1.1929,143800,'<1H OCEAN'
-122.11,37.66,29,2544,643,2332,603,3.2091,150000,'NEAR BAY'
-122.02,37.89,29,6349,858,2450,778,7.5,356200,'NEAR BAY'
-118.29,34.1,43,1711,443,1190,429,3.5172,265500,'<1H OCEAN'
-120.3,37.34,33,993,186,556,175,2.4286,103600,INLAND
-122.12,37.67,33,3429,681,1798,694,3.9395,184700,'NEAR BAY'
-121.94,37.56,15,5674,748,2412,714,8.3996,442900,'<1H OCEAN'
-118,33.97,30,6540,991,3124,953,6.0663,372600,'<1H OCEAN'
-121.83,36.6,30,2748,502,1491,535,4.3472,185000,'<1H OCEAN'
-117.06,32.6,25,1075,238,434,234,1.7472,94600,'NEAR OCEAN'
-122.36,38.03,32,2159,393,981,369,4.3173,175400,'NEAR BAY'
-117.58,34.1,4,6360,1584,3359,1396,3.5186,127800,INLAND
-121.18,38.67,42,2101,480,945,426,2.3333,116000,INLAND
-122.28,37.83,52,1511,390,901,403,1.4103,103900,'NEAR BAY'
-116.22,33.74,26,4120,858,2918,815,3.3107,69400,INLAND
-121.86,37.27,19,1852,268,866,272,5.6139,279500,'<1H OCEAN'
-120.66,35.2,13,5138,713,1838,645,5.9676,380000,'NEAR OCEAN'
-121.02,37.62,30,1721,399,1878,382,2.5363,83900,INLAND
-122.46,37.76,52,1817,449,948,380,3.93,390000,'NEAR BAY'
-117.82,34.13,27,3770,573,1606,562,6.1321,309700,INLAND
-120.76,37.44,18,2003,398,1333,411,2.7562,90500,INLAND
-118.15,33.76,36,2916,785,1183,749,3.5985,500001,'NEAR OCEAN'
-120.55,38.12,10,1566,325,785,291,2.5,116100,INLAND
-117.78,33.87,16,5609,952,2624,934,5.3307,169600,'<1H OCEAN'
-120.27,38.29,10,3486,695,298,124,3.3542,103800,INLAND
-118.33,33.88,36,1271,346,811,345,3.2417,283300,'<1H OCEAN'
-117.19,34.06,21,6107,1559,2805,1444,2.5643,102700,INLAND
-118.32,34.19,37,1519,331,613,315,3.0179,272500,'<1H OCEAN'
-119.63,34.42,42,1765,263,753,260,8.5608,500001,'<1H OCEAN'
-122.42,37.75,52,2112,528,1227,513,3.5536,400000,'NEAR BAY'
-118.27,34.13,47,1375,359,1512,418,2.1071,208900,'<1H OCEAN'
-120.12,35.99,7,2049,482,1387,422,2.25,56200,INLAND
-121.53,39.53,35,1806,293,683,295,4.5156,91200,INLAND
-117.1,32.75,20,2355,722,1848,576,2.0036,99200,'NEAR OCEAN'
-121.98,38.32,45,19,5,7460,6,10.2264,137500,INLAND
-119.22,34.18,17,3332,762,1797,673,4.4292,231200,'NEAR OCEAN'
-117.98,34.13,29,2110,460,1890,448,3.6806,130500,INLAND
-118.18,33.9,34,1248,320,1960,338,3.1012,140400,'<1H OCEAN'
-119.03,35.42,38,2952,598,1491,568,2.6094,67900,INLAND
-118.31,34.03,52,1902,406,1233,385,2.8295,132200,'<1H OCEAN'
-119.01,35.3,7,8596,1597,4893,1520,3.9054,80900,INLAND
-122.2,37.44,31,2328,270,722,247,15.0001,500001,'NEAR OCEAN'
-122.28,37.54,24,5114,1357,3169,1268,3.9699,293200,'NEAR OCEAN'
-117.11,32.76,28,1457,397,672,342,1.9799,122700,'NEAR OCEAN'
-117.98,33.78,22,4255,971,2901,920,3.2636,180200,'<1H OCEAN'
-117.07,32.57,14,1527,357,1224,363,2.7361,93600,'NEAR OCEAN'
-118.27,33.99,38,1407,447,1783,402,1.8086,97100,'<1H OCEAN'
-121.27,38.05,26,378,75,164,65,3.4107,82800,INLAND
-120.84,37.4,7,2773,530,1374,505,2.6214,103800,INLAND
-122.43,37.72,52,3351,719,2101,706,3.0107,242000,'NEAR BAY'
-121.53,38.57,34,3395,592,1518,627,4.0833,118500,INLAND
-118.19,33.84,44,2731,577,1396,555,4.1771,219100,'NEAR OCEAN'
-122.04,36.97,45,1302,245,621,258,5.1806,266400,'NEAR OCEAN'
-117.05,33.02,18,917,121,388,131,6.3517,260100,'<1H OCEAN'
-118.16,34.04,38,1076,286,1535,323,2.7026,145000,'<1H OCEAN'
-118.23,33.95,27,504,142,789,167,0.9518,91400,'<1H OCEAN'
-121.96,37.55,4,3746,993,1606,838,4.1387,162500,'<1H OCEAN'
-118.43,34.18,33,2717,662,1546,597,3.9099,267500,'<1H OCEAN'
-118.19,33.82,11,872,203,422,221,4.6364,156300,'NEAR OCEAN'
-117.05,32.72,35,1777,369,1158,353,3.4107,117000,'NEAR OCEAN'
-118.28,33.96,37,1812,500,1640,447,1.9348,99100,'<1H OCEAN'
-122.48,38.32,31,1701,363,680,324,3.1375,192100,'<1H OCEAN'
-116.32,34.1,10,4256,861,1403,686,2.6618,81000,INLAND
-117.61,33.43,24,2303,399,851,379,3.9875,346500,'NEAR OCEAN'
-118.18,33.99,36,988,337,1508,351,2.4375,154800,'<1H OCEAN'
-117.88,33.78,26,3141,670,1572,724,3.3472,237400,'<1H OCEAN'
-121.31,38.97,16,1210,228,726,222,2.7083,82100,INLAND
-119.19,36.06,29,1815,376,1421,339,1.9091,71300,INLAND
-120.79,37.08,9,97,20,91,22,2.9063,55000,INLAND
-118.05,34.08,34,572,154,752,182,2.0433,138800,'<1H OCEAN'
-118.39,34.07,33,5301,1281,2243,1159,4.2386,500001,'<1H OCEAN'
-124.17,40.75,13,2171,339,951,353,4.8516,116100,'NEAR OCEAN'
-118.44,34.07,35,1973,332,1257,296,8.9565,500001,'<1H OCEAN'
-118.55,34.44,14,15348,2366,7087,2169,6.3277,237700,INLAND
-121.23,37.95,36,811,168,514,152,2.625,89200,INLAND
-122.16,38.9,33,1221,236,488,199,3.7574,92700,INLAND
-118.82,36.13,43,1281,287,534,231,2.8906,65700,INLAND
-121.98,38.35,16,1697,267,832,277,4.4375,132600,INLAND
-117.58,33.88,16,1739,478,1235,420,2.2969,116100,INLAND
-117.8,33.68,14,2635,516,1150,499,4.4391,306700,'<1H OCEAN'
-117.88,33.78,26,1813,421,1235,343,3.5972,187500,'<1H OCEAN'
-117.28,34.11,39,1573,418,1258,359,1.4896,69500,INLAND
-117.07,32.8,36,2028,349,820,352,3.9828,168900,'<1H OCEAN'
-118.35,33.93,34,617,189,810,180,1.9766,162500,'<1H OCEAN'
-118.14,33.86,36,1703,325,845,308,5.0106,210800,'<1H OCEAN'
-122.2,37.76,37,2680,736,1925,667,1.4097,84600,'NEAR BAY'
-122.42,37.76,52,2038,629,2007,596,2.5701,266700,'NEAR BAY'
-122.16,37.74,47,824,223,533,166,2.625,98200,'NEAR BAY'
-123.36,39.4,21,1081,254,715,275,1.5625,71500,'<1H OCEAN'
-118.17,33.89,11,3605,880,3637,873,2.6328,160700,'<1H OCEAN'
-118.16,33.97,23,1516,457,1977,435,2.3068,157800,'<1H OCEAN'
-121.12,37.73,35,1107,227,573,210,2.3924,102200,INLAND
-118.33,34,47,825,187,416,173,2.3333,133300,'<1H OCEAN'
-117.7,33.55,12,2459,390,1054,391,7.1736,262100,'<1H OCEAN'
-121.44,38.56,45,2423,466,873,438,3.7167,131900,INLAND
-117.29,33.12,4,1380,322,755,286,4.7961,168800,'NEAR OCEAN'
-122.03,36.98,37,2817,716,1341,662,2.1553,255400,'NEAR OCEAN'
-121.76,37.26,17,250,52,141,51,4.6458,500001,'<1H OCEAN'
-122.45,37.73,52,2035,424,1193,430,5.0634,264200,'NEAR BAY'
-122.46,37.72,37,1833,388,1093,363,3.0703,211800,'NEAR OCEAN'
-118.26,34.07,52,830,200,701,189,2.7625,232100,'<1H OCEAN'
-117.14,32.7,43,1126,289,1132,294,2.1875,87000,'NEAR OCEAN'
-122.19,37.44,39,4402,618,1616,631,8.9955,500001,'NEAR OCEAN'
-120.45,37.32,21,1318,202,618,197,4.8214,117800,INLAND
-117.94,33.86,35,2127,417,1247,378,4.75,185600,'<1H OCEAN'
-118.08,34.01,34,1914,549,2122,529,2.5969,150200,'<1H OCEAN'
-124.09,40.86,25,1322,387,794,379,1.1742,75000,'NEAR OCEAN'
-121.1,38.94,42,410,117,706,112,1.0179,125000,INLAND
-121.09,39.23,35,2637,511,1181,480,2.7813,109200,INLAND
-122.43,37.78,49,2246,587,1277,546,2.9792,350000,'NEAR BAY'
-119.35,36.33,14,1195,220,568,229,3.1486,105600,INLAND
-122.33,37.94,44,1769,332,828,309,4.0526,150800,'NEAR BAY'
-122.47,37.81,45,6927,1258,4715,1165,3.4051,500001,'NEAR BAY'
-121.47,38.68,19,946,182,474,173,5.0155,97300,INLAND
-118.16,34.15,19,1721,290,571,278,6.6031,500001,'<1H OCEAN'
-120.07,36.97,28,1563,403,1564,408,1.5662,48000,INLAND
-118.4,34.06,52,1871,326,646,284,8.2961,500001,'<1H OCEAN'
-122.48,37.72,45,1405,338,733,342,4.1116,187500,'NEAR OCEAN'
-117.03,32.8,19,3866,775,1554,703,4.3281,220000,'<1H OCEAN'
-117.11,32.77,52,1484,224,498,223,6.6053,331400,'NEAR OCEAN'
-118.15,34.71,36,1338,250,709,250,3.5625,101400,INLAND
-119.05,36.06,23,2344,407,1184,406,3.1625,70600,INLAND
-118.31,33.81,30,1773,356,905,352,4.3056,336000,'<1H OCEAN'
-121.38,36.84,6,3769,669,2061,648,4.1875,217600,INLAND
-122.08,37.94,44,2185,357,943,366,4.725,232100,'NEAR BAY'
-120.41,38.33,17,1463,338,529,226,3.024,100900,INLAND
-118.59,34.17,36,1887,359,761,329,5.4847,296000,'<1H OCEAN'
-118.27,33.86,29,2587,489,2115,475,3.7466,168600,'<1H OCEAN'
-118.35,34.09,35,2705,785,1526,793,3.0349,266700,'<1H OCEAN'
-118.59,34.21,17,2737,868,2924,785,2.5797,183500,'<1H OCEAN'
-118.18,33.74,30,5915,1750,2136,1503,4.0968,310000,'NEAR OCEAN'
-123.07,39.12,24,1098,193,353,145,3.8333,92600,'<1H OCEAN'
-117.12,32.59,28,2793,706,1825,676,2.6724,144500,'NEAR OCEAN'
-117.97,33.89,14,923,136,420,130,10.2252,462800,'<1H OCEAN'
-117.95,33.77,38,1476,308,1114,309,4.1917,181800,'<1H OCEAN'
-118.42,34.21,29,2893,543,1636,540,5.1586,237400,'<1H OCEAN'
-117.06,32.68,36,3815,796,2945,728,2.0959,125000,'NEAR OCEAN'
-117.97,33.68,16,4508,598,2221,623,7.3731,390800,'<1H OCEAN'
-118.04,34.11,37,1275,177,598,174,7.1885,500001,INLAND
-117.04,32.6,20,8052,1461,5094,1430,4.2241,139800,'NEAR OCEAN'
-118.29,34.05,30,1417,589,1615,540,1.3867,193800,'<1H OCEAN'
-119.19,34.21,34,3413,693,2223,651,3.8239,208200,'NEAR OCEAN'
-116.36,33.88,11,12557,3098,2453,1232,1.7844,78500,INLAND
-117.9,33.71,16,1917,317,1324,351,6.2488,252000,'<1H OCEAN'
-122.41,37.6,31,4424,834,1915,817,4.1364,412000,'NEAR OCEAN'
-122.18,40.02,30,1952,397,961,333,2.25,68200,INLAND
-122.06,37.7,37,1893,310,821,315,4.6005,231600,'NEAR BAY'
-116.2,33.63,23,1152,273,1077,235,2.5,96300,INLAND
-117.97,33.69,21,4112,580,1886,581,6.799,292000,'<1H OCEAN'
-122,37.84,16,7681,946,2777,908,9.5271,500001,'<1H OCEAN'
-118.04,33.96,37,1948,395,1163,379,3.225,154000,'<1H OCEAN'
-118.28,33.93,41,936,257,913,226,2.0313,122600,'<1H OCEAN'
-118.38,34.15,36,2933,619,1115,579,4.3036,365900,'<1H OCEAN'
-117.29,34.14,39,1989,401,805,341,2.425,90000,INLAND
-115.57,32.84,29,1207,301,804,288,1.9531,61100,INLAND
-117.22,32.87,14,3512,807,1835,792,3.35,171000,'NEAR OCEAN'
-117.87,33.72,39,3167,669,2789,619,3.5902,165900,'<1H OCEAN'
-117.87,34.09,31,1484,327,927,317,3.6484,189600,'<1H OCEAN'
-116.31,33.67,15,2214,410,1152,350,2.9187,93400,INLAND
-122.21,37.76,52,1420,314,1085,300,1.7546,80600,'NEAR BAY'
-117.93,33.92,34,2271,437,1393,433,4.2443,174400,'<1H OCEAN'
-117.11,32.74,33,1126,267,621,241,3.2422,123100,'NEAR OCEAN'
-122.47,37.71,44,2547,511,1577,516,4.1939,237900,'NEAR OCEAN'
-121.66,37.93,19,2055,358,1064,350,4.7426,263100,INLAND
-119.72,36.75,27,1691,282,869,337,3.9514,86900,INLAND
-117.52,33.82,14,3776,580,1877,559,5.1365,215000,INLAND
-119.69,36.86,20,1676,263,786,240,4,164600,INLAND
-121.9,37.3,52,1456,269,582,277,5.036,296600,'<1H OCEAN'
-122.47,38.51,18,2487,516,980,503,3.5506,187500,INLAND
-118.27,34,46,1748,428,1707,409,2.148,103800,'<1H OCEAN'
-122.04,37.57,12,5719,1064,3436,1057,5.2879,231200,'NEAR BAY'
-114.61,34.83,31,2478,464,1346,479,3.212,70400,INLAND
-118.17,33.96,25,2249,681,2621,628,2.3,164200,'<1H OCEAN'
-117.07,32.78,26,3725,623,1516,627,4.7143,268300,'NEAR OCEAN'
-118.27,34.02,39,2004,633,3050,621,1.875,127300,'<1H OCEAN'
-119.78,36.77,45,1315,256,666,240,2.3562,58100,INLAND
-121.88,37.27,27,2019,335,1020,351,5.8178,267400,'<1H OCEAN'
-118.4,34,37,1534,258,751,259,5.444,336000,'<1H OCEAN'
-121.88,37.37,3,4430,841,2559,801,6.0959,272700,'<1H OCEAN'
-121.43,37.75,34,1280,268,754,294,3.1333,132000,INLAND
-122.01,37.95,8,3866,539,1555,513,6.0901,298200,'NEAR BAY'
-120.45,34.63,25,2445,368,983,363,4.9286,180100,'NEAR OCEAN'
-122.15,37.69,36,1501,287,703,276,3.8864,197300,'NEAR BAY'
-117.98,34.09,31,3073,617,2640,594,3.5,161300,INLAND
-118.11,33.83,36,1726,287,820,288,5.5767,218100,'<1H OCEAN'
-120.09,34.61,11,586,125,317,74,2.8906,84400,'NEAR OCEAN'
-120.69,37.59,27,1170,227,660,222,2.3906,81800,INLAND
-122.39,40.53,28,1427,304,692,285,2.125,80800,INLAND
-122.12,37.67,33,3429,681,1798,694,3.9395,184700,'NEAR BAY'
-118,33.84,30,1549,325,885,299,4.0039,195100,'<1H OCEAN'
-117.8,33.76,27,2655,345,1017,335,6.9014,366800,'<1H OCEAN'
-118.31,34.07,26,5062,2055,4533,1822,2.3105,166700,'<1H OCEAN'
-122.49,37.73,48,1190,182,497,199,6.2642,438500,'NEAR OCEAN'
-116.9,32.77,8,3600,492,1421,482,6.2609,307100,'<1H OCEAN'
-120.96,38.66,11,2339,436,1062,380,3.9036,180800,INLAND
-118.17,33.78,23,3768,1261,3940,1098,1.9647,186200,'NEAR OCEAN'
-124.18,40.78,37,1453,293,867,310,2.5536,70200,'NEAR OCEAN'
-118.32,34.1,31,622,229,597,227,1.5284,200000,'<1H OCEAN'
-122.49,37.78,52,2050,439,1109,437,2.6719,318500,'NEAR BAY'
-121.22,38.92,19,2531,461,1206,429,4.4958,192600,INLAND
-120.44,34.97,22,1619,360,1509,384,1.7941,110300,'<1H OCEAN'
-122.41,37.76,52,1427,281,620,236,1.9944,262500,'NEAR BAY'
-118.1,34.09,42,1460,289,829,273,4.875,227300,'<1H OCEAN'
-122.94,38.53,49,1141,239,505,184,3.7143,148800,'<1H OCEAN'
-117.36,34.54,7,3940,764,2140,711,3.0357,91300,INLAND
-118.41,33.88,43,2492,449,1033,437,7.9614,500001,'<1H OCEAN'
-122.13,37.4,29,6027,1195,2687,1171,5.1335,461200,'NEAR BAY'
-118.09,33.74,44,1671,390,871,367,4.6369,422200,'NEAR OCEAN'
-118.22,33.99,6,1499,437,1754,447,4.3164,143200,'<1H OCEAN'
-120.85,37.49,39,2840,733,2606,737,1.9429,76400,INLAND
-118.13,33.79,20,6678,1797,3625,1599,3.7716,242900,'NEAR OCEAN'
-117.41,34,38,2228,571,1697,530,1.9052,83400,INLAND
-122.15,37.35,23,3814,485,1344,464,12.9792,500001,'NEAR BAY'
-121.86,39.78,12,7653,1578,3628,1494,3.0905,117800,INLAND
-120.95,37.09,43,1116,222,801,207,2.875,97200,INLAND
-118,33.95,35,1431,210,505,213,6.8109,401000,'<1H OCEAN'
-117.25,33.06,6,9859,1448,4194,1401,6.439,296200,'NEAR OCEAN'
-118.04,33.99,47,2530,565,1262,509,3.6475,197100,'<1H OCEAN'
-117.09,32.65,25,3509,985,2359,899,2.6296,150000,'NEAR OCEAN'
-122.36,38.41,18,1808,400,968,370,3.7067,175000,INLAND
-120.99,37.66,46,1750,347,754,356,2.9137,106000,INLAND
-121.8,37.27,17,3912,737,2693,746,5.0772,221500,'<1H OCEAN'
-116.29,33.72,5,3584,760,1097,470,3.1771,167400,INLAND
-118.31,34.07,20,3264,1248,2919,1191,2.3674,500001,'<1H OCEAN'
-121.69,36.52,15,4037,586,1596,557,8.0922,390100,'<1H OCEAN'
-117.16,32.75,34,1785,558,804,490,2.2687,200000,'NEAR OCEAN'
-118.37,33.87,13,2907,726,1573,694,3.5048,294000,'<1H OCEAN'
-121.32,38.67,21,3455,706,1605,704,3.1382,91600,INLAND
-121.6,37.9,5,14684,2252,4276,1722,6.9051,340900,INLAND
-119.85,36.82,15,1387,236,638,195,5.5842,88900,INLAND
-118.39,34.1,30,6310,957,1776,880,8.944,500001,'<1H OCEAN'
-118.27,34.02,39,2004,633,3050,621,1.875,127300,'<1H OCEAN'
-122.46,37.78,52,4140,984,2030,892,3.4236,376800,'NEAR BAY'
-118.46,34.23,20,4609,1499,5349,1377,2.7121,169400,'<1H OCEAN'
-117.61,33.63,2,4678,817,1970,712,6.1078,219000,'<1H OCEAN'
-122.25,38.02,16,1803,267,946,266,5.7001,205100,'NEAR BAY'
-121.44,38.5,27,2527,439,1089,415,4.088,96800,INLAND
-122.23,39.53,8,1268,336,1237,326,1.3708,125000,INLAND
-122.43,37.73,52,1583,347,935,341,4.6786,263200,'NEAR BAY'
-118.31,33.87,27,3348,695,1545,625,4.7543,296300,'<1H OCEAN'
-122.16,37.69,36,1480,278,796,283,4.3971,205700,'NEAR BAY'
-122.47,37.76,52,2465,489,1170,498,4.0793,306700,'NEAR BAY'
-117.94,34.09,21,2707,675,1742,626,2.1062,176700,'<1H OCEAN'
-120.81,39.02,30,806,189,326,146,2.8155,101000,INLAND
-118.21,34.05,28,1079,306,1358,285,2.52,131900,'<1H OCEAN'
-122.53,37.98,32,2390,336,810,354,8.5759,500001,'NEAR BAY'
-119.86,34.38,28,1062,309,1058,305,1.5071,316700,'NEAR OCEAN'
-122.12,37.67,33,3429,681,1798,694,3.9395,184700,'NEAR BAY'
-119.71,34.42,31,1643,499,1253,499,3.1563,267000,'<1H OCEAN'
-120.82,35.32,12,3522,683,1780,662,3.3958,215800,'NEAR OCEAN'
-117.33,34.12,38,1703,385,1356,363,2.0391,70400,INLAND
-116.98,32.88,12,7320,1279,4048,1249,4.3952,151700,'<1H OCEAN'
-116.88,33.05,11,7217,1583,4197,1502,2.8827,166700,'<1H OCEAN'
-118.19,34.02,44,2702,770,3260,721,2.3575,144800,'<1H OCEAN'
-120.48,34.7,26,3069,518,1524,539,4.3162,136400,'NEAR OCEAN'
-118.13,33.82,44,1619,280,815,284,5.5449,232200,'<1H OCEAN'
-118.23,34.11,35,4148,971,3220,892,3.3389,187100,'<1H OCEAN'
-117.92,34.09,35,1810,318,1164,332,5.0123,165700,'<1H OCEAN'
-118.71,34.28,27,2911,562,1773,580,4.6528,186600,'<1H OCEAN'
-122.5,37.75,46,2298,457,1429,477,4.0217,272400,'NEAR OCEAN'
-117.24,33,16,2512,356,795,353,7.5975,369100,'NEAR OCEAN'
-118.99,35.4,48,1908,331,789,321,3.5714,84600,INLAND
-121.07,39.09,17,1878,345,892,299,2.8864,143100,INLAND
-118.44,34.06,9,5102,1695,2609,1450,3.2545,500001,'<1H OCEAN'
-122.88,38.46,25,1563,314,737,305,2.5687,249200,'<1H OCEAN'
-118.99,35.37,38,918,220,743,222,1.7292,58100,INLAND
-118.59,34.22,17,6015,1464,3056,1347,4.0077,229000,'<1H OCEAN'
-121.08,40.19,11,919,199,69,43,1.6944,137500,INLAND
-118.3,33.89,37,2132,565,1369,565,3.285,218100,'<1H OCEAN'
-122.04,37.53,25,4458,922,2998,890,3.9667,218500,'NEAR BAY'
-118.19,33.86,46,1824,438,1200,451,3.4375,156700,'<1H OCEAN'
-117.95,33.67,25,1799,233,810,265,8.289,372400,'<1H OCEAN'
-122.26,37.8,36,5329,2477,3469,2323,2.0096,130000,'NEAR BAY'
-119.01,36.05,27,1127,294,839,276,1.3807,53100,INLAND
-116.49,33.82,27,3316,636,2362,532,2.9569,65900,INLAND
-118.36,33.95,42,1116,303,1082,299,3.7237,170800,'<1H OCEAN'
-119.77,36.72,43,1763,389,1623,390,1.4427,47700,INLAND
-119.79,36.79,26,1700,423,909,386,2.256,64500,INLAND
-118.21,34.04,43,1502,477,1844,477,1.9405,152500,'<1H OCEAN'
-117.25,33.2,22,2361,618,1472,596,2.0625,124500,'<1H OCEAN'
-117.23,32.75,5,1824,?,892,426,3.4286,137500,'NEAR OCEAN'
-118.68,34.08,18,102,17,55,21,3.9934,500001,'NEAR OCEAN'
-118.25,33.95,28,2136,?,1799,476,1.5427,95700,'<1H OCEAN'
-122.07,37.71,40,1808,302,746,270,5.3015,254900,'NEAR BAY'
-118.17,34.04,38,385,102,402,95,1.625,129700,'<1H OCEAN'
-121.29,37.95,52,288,86,272,54,0.696,42500,INLAND
-117.87,33.78,19,2813,567,1334,596,4.7208,173500,'<1H OCEAN'
-118.48,34.2,23,2850,864,2249,777,2.6957,191700,'<1H OCEAN'
-122.44,37.75,46,1519,291,573,289,4.2667,338800,'NEAR BAY'
-118.12,34.14,52,2337,352,981,328,5.8692,490400,'<1H OCEAN'
-118.58,34.18,28,908,142,368,143,5.6159,340500,'<1H OCEAN'
-122.36,37.57,35,1774,205,588,207,10.7339,500001,'NEAR OCEAN'
-117.6,33.42,23,2482,461,1048,425,4.665,280600,'NEAR OCEAN'
-117.86,33.89,24,2002,253,820,241,6.9612,274500,'<1H OCEAN'
-122.51,38.17,8,5875,1115,2808,1029,3.6392,246300,'NEAR BAY'
-118.33,34.01,47,1320,259,653,291,3.7727,193000,'<1H OCEAN'
-116.36,33.88,11,12557,3098,2453,1232,1.7844,78500,INLAND
-118.45,34.08,52,1500,176,384,145,7.1576,500001,'<1H OCEAN'
-118.05,34.06,25,1022,291,1570,297,3.023,142000,'<1H OCEAN'
-118.31,33.74,22,5042,974,2260,935,4.3472,351200,'NEAR OCEAN'
-119.55,36.52,31,1986,417,1042,422,3.0294,70200,INLAND
-122.23,37.76,52,1705,246,658,253,5.75,306300,'NEAR BAY'
-118.26,34.13,37,1383,470,1185,451,2.5,207100,'<1H OCEAN'
-118.27,33.95,34,987,248,902,221,2.3365,98000,'<1H OCEAN'
-117.96,33.8,30,729,131,488,139,4.7667,195200,'<1H OCEAN'
-120.94,37.66,17,1147,140,327,136,6.8654,290500,INLAND
-117.89,33.82,18,3197,809,1894,726,3.6761,140500,'<1H OCEAN'
-118.98,35.38,39,1497,383,1182,355,1.0648,50000,INLAND
-118.1,34.09,44,2352,484,1517,463,4.2833,258000,'<1H OCEAN'
-117.98,34.09,31,3073,617,2640,594,3.5,161300,INLAND
-116.92,32.84,16,4675,834,2188,817,4.6674,178000,'<1H OCEAN'
-121.01,37.68,33,3230,587,1579,560,3.5775,109700,INLAND
-117.66,33.62,16,5175,799,2717,813,6.1493,257800,'<1H OCEAN'
-119.79,36.73,52,112,28,193,40,1.975,47500,INLAND
-117.86,33.77,39,4159,655,1669,651,4.6111,240300,'<1H OCEAN'
-118.17,33.78,29,2920,962,3580,772,1.7393,140200,'NEAR OCEAN'
-119.72,36.73,9,1914,491,1116,424,1.4646,65900,INLAND
-117.07,32.7,14,2763,456,1914,465,4.1645,143000,'NEAR OCEAN'
-117.16,34.05,23,3215,462,1411,435,6.0701,149900,INLAND
-117.88,34.09,29,3416,790,2223,728,3.5109,186000,'<1H OCEAN'
-117.06,32.58,11,2879,679,2098,673,3.5125,142400,'NEAR OCEAN'
-121.35,38.03,8,1904,255,895,242,5.7201,155700,INLAND
-117.97,33.94,35,1928,360,1056,366,4.0893,215700,'<1H OCEAN'
-120.99,37.69,25,2773,384,1060,381,6.4788,199400,INLAND
-121.49,38.58,52,2151,664,1146,603,1.4034,90300,INLAND
-121.01,37.63,41,2764,639,2122,600,1.9643,74900,INLAND
-122.14,37.73,51,2619,403,922,393,4.6042,251900,'NEAR BAY'
-120.66,35.28,46,2054,502,1170,494,2.1786,206300,'NEAR OCEAN'
-116.95,33.74,20,2233,431,1024,399,2.4554,89400,INLAND
-118.08,33.92,39,1631,322,1034,328,4.5382,165700,'<1H OCEAN'
-121.98,37.31,32,2248,460,1191,419,5.606,288900,'<1H OCEAN'
-121.78,40.12,14,388,108,35,17,6.1359,106300,INLAND
-118.46,33.97,18,9430,2473,3408,2003,6.1726,500001,'<1H OCEAN'
-119.79,36.83,15,3356,694,1232,627,2.2215,72200,INLAND
-121.01,37.37,41,1045,233,632,230,2.3583,95000,INLAND
-119.77,36.75,39,1287,332,1386,306,1.5227,46900,INLAND
-122.51,37.97,37,4296,1089,2100,1025,3.2462,329400,'NEAR BAY'
-121.6,37.09,24,1511,318,1052,292,3.625,350000,'<1H OCEAN'
-118.14,33.9,26,2145,471,1150,429,3.5972,225800,'<1H OCEAN'
-122.28,37.89,52,2315,408,835,369,4.5893,290100,'NEAR BAY'
-120.28,38.07,13,1996,410,618,218,2.9083,104600,INLAND
-116,33.19,16,245,57,81,33,1.2639,51300,INLAND
-118.26,34.08,45,2174,627,1992,557,2.5428,167800,'<1H OCEAN'
-121.88,36.49,28,2830,458,898,370,5.8142,500001,'NEAR OCEAN'
-118.02,33.96,36,2002,361,913,311,4.5446,244700,'<1H OCEAN'
-122.2,37.83,26,1589,223,542,211,8.401,351200,'NEAR BAY'
-122.68,38.25,29,1315,240,650,228,3.8269,306000,'<1H OCEAN'
-121.78,37.31,7,1973,328,1047,303,6.234,292200,'<1H OCEAN'
-122.43,37.75,52,1970,495,871,474,4.0625,355600,'NEAR BAY'
-121.96,37.96,28,1838,273,899,270,5.2145,229200,INLAND
-117.28,32.77,38,1267,340,442,250,4.3403,500000,'NEAR OCEAN'
